model,model_category,dataset,max_tokens,n_questions,initial_accuracy,post_hint_accuracy,n_incorrect_initial,n_corrected,correction_rate,delta_accuracy,initial_tokens_mean,hint_tokens_mean,post_hint_tokens_mean
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,ar_lsat,max1536,230,0.24347826086956523,0.32608695652173914,174,19,0.10919540229885058,0.08260869565217391,879.7869565217392,838.8546511627907,1128.9593023255813
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,ar_lsat,max2048,230,0.18695652173913044,0.26956521739130435,187,19,0.10160427807486631,0.08260869565217391,886.0347826086957,900.9833333333333,1543.0333333333333
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,ar_lsat,max256,230,0.10869565217391304,0.14782608695652175,205,9,0.04390243902439024,0.039130434782608706,364.3608695652174,466.5888888888889,295.1666666666667
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,ar_lsat,max512,230,0.1,0.18695652173913044,207,20,0.0966183574879227,0.08695652173913043,666.4043478260869,736.5138888888889,443.2986111111111
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,asdiv,max1024,2023,0.9530400395452299,0.9574888779041029,95,9,0.09473684210526316,0.004448838358872997,200.08749382105785,341.4673913043478,474.0326086956522
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,asdiv,max1536,2023,0.9569945625308948,0.9604547701433515,87,7,0.08045977011494253,0.0034602076124566894,200.82550667325754,405.63529411764705,597.2588235294118
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,asdiv,max2048,2023,0.9540286702916461,0.9550173010380623,93,2,0.021505376344086023,0.000988630746416197,201.8047454275828,382.08988764044943,955.0224719101124
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,asdiv,max256,2023,0.8620860108749382,0.865546218487395,279,7,0.025089605734767026,0.0034602076124568004,190.77607513593674,245.83870967741936,209.6290322580645
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,asdiv,max512,2023,0.9569945625308948,0.957983193277311,87,2,0.022988505747126436,0.000988630746416197,193.46712802768167,275.05263157894734,301.2105263157895
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,gsm8k,max1024,1319,0.8415466262319939,0.8438210765731615,209,3,0.014354066985645933,0.0022744503411675776,301.325246398787,361.61083743842363,536.0
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,gsm8k,max1536,1319,0.8407884761182715,0.8483699772554966,210,10,0.047619047619047616,0.007581501137225111,307.98711144806674,389.4514563106796,709.3834951456311
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,gsm8k,max2048,1319,0.8438210765731615,0.844579226686884,206,1,0.0048543689320388345,0.0007581501137224889,314.34874905231237,446.5121951219512,1060.975
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,gsm8k,max256,1319,0.47308567096285065,0.4836997725549659,695,14,0.02014388489208633,0.010614101592115233,272.1660348749052,349.6068376068376,246.63247863247864
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,gsm8k,max512,1319,0.8362395754359363,0.846095526914329,216,13,0.06018518518518518,0.009855951478392688,298.5526914329037,355.0104712041885,383.32984293193715
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,sports,max1024,978,0.48568507157464214,0.5357873210633947,503,49,0.09741550695825049,0.050102249488752526,275.79959100204496,273.70636550308006,549.7987679671457
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,sports,max1536,978,0.5122699386503068,0.558282208588957,477,45,0.09433962264150944,0.04601226993865026,294.9815950920245,290.4871794871795,817.0512820512821
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,sports,max2048,978,0.48568507157464214,0.5460122699386503,503,59,0.1172962226640159,0.06032719836400813,328.90081799591,307.70961145194275,954.4192229038855
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,sports,max256,978,0.4887525562372188,0.532719836400818,500,43,0.086,0.04396728016359919,245.70756646216768,247.60897435897436,227.8311965811966
Qwen2.5-Math-1.5B-instruct,Non-Reasoning,sports,max512,978,0.48568507157464214,0.5306748466257669,503,44,0.0874751491053678,0.04498977505112478,253.79550102249488,249.03909465020575,334.2139917695473
Qwen2.5-Math-7B-instruct,Non-Reasoning,aqua,max1024,254,0.7559055118110236,0.7637795275590551,62,2,0.03225806451612903,0.007874015748031482,495.4133858267717,543.1875,855.0
Qwen2.5-Math-7B-instruct,Non-Reasoning,aqua,max1536,254,0.7559055118110236,0.7559055118110236,62,0,0.0,0.0,540.6417322834645,562.7027027027027,1167.6216216216217
Qwen2.5-Math-7B-instruct,Non-Reasoning,aqua,max2048,254,0.7440944881889764,0.7440944881889764,65,0,0.0,0.0,618.9645669291339,595.9117647058823,1558.8823529411766
Qwen2.5-Math-7B-instruct,Non-Reasoning,aqua,max256,254,0.468503937007874,0.515748031496063,135,12,0.08888888888888889,0.04724409448818895,384.3976377952756,492.87640449438203,326.70786516853934
Qwen2.5-Math-7B-instruct,Non-Reasoning,aqua,max512,254,0.7204724409448819,0.7401574803149606,71,5,0.07042253521126761,0.019685039370078705,466.6692913385827,647.0975609756098,547.2439024390244
Qwen2.5-Math-7B-instruct,Non-Reasoning,ar_lsat,max1024,230,0.2565217391304348,0.29130434782608694,171,8,0.04678362573099415,0.03478260869565214,819.3695652173913,789.2162162162163,985.7432432432432
Qwen2.5-Math-7B-instruct,Non-Reasoning,ar_lsat,max1536,230,0.23478260869565218,0.24347826086956523,176,2,0.011363636363636364,0.008695652173913049,866.5695652173913,795.8679245283018,1424.0377358490566
Qwen2.5-Math-7B-instruct,Non-Reasoning,ar_lsat,max2048,230,0.25217391304347825,0.26956521739130435,172,4,0.023255813953488372,0.017391304347826098,899.7739130434783,812.3921568627451,1976.5294117647059
Qwen2.5-Math-7B-instruct,Non-Reasoning,ar_lsat,max256,230,0.23043478260869565,0.2565217391304348,177,6,0.03389830508474576,0.026086956521739146,439.0086956521739,453.3454545454546,299.0060606060606
Qwen2.5-Math-7B-instruct,Non-Reasoning,ar_lsat,max512,230,0.2826086956521739,0.30434782608695654,165,5,0.030303030303030304,0.02173913043478265,742.3,772.5379310344828,509.5931034482759
Qwen2.5-Math-7B-instruct,Non-Reasoning,asdiv,max1024,2023,0.9649036085022245,0.967869500741473,71,6,0.08450704225352113,0.002965892239248591,203.56401384083046,279.5964912280702,715.6666666666666
Qwen2.5-Math-7B-instruct,Non-Reasoning,asdiv,max1536,2023,0.9634206623826,0.9644092931290164,74,2,0.02702702702702703,0.000988630746416308,216.66188828472565,287.41379310344826,1031.4137931034484
Qwen2.5-Math-7B-instruct,Non-Reasoning,asdiv,max2048,2023,0.962926347009392,0.9644092931290164,75,3,0.04,0.0014829461196244065,214.26544735541276,370.12698412698415,1531.111111111111
Qwen2.5-Math-7B-instruct,Non-Reasoning,asdiv,max256,2023,0.939693524468611,0.949085516559565,122,19,0.1557377049180328,0.009391992090953982,210.43450321304994,372.72289156626505,294.5542168674699
Qwen2.5-Math-7B-instruct,Non-Reasoning,asdiv,max512,2023,0.9614434008897677,0.9644092931290164,78,6,0.07692307692307693,0.002965892239248702,200.05190311418684,383.5238095238095,449.968253968254
Qwen2.5-Math-7B-instruct,Non-Reasoning,gsm8k,max1024,1319,0.9446550416982562,0.9484457922668689,73,5,0.0684931506849315,0.0037907505686126663,303.24184988627746,348.3181818181818,767.6515151515151
Qwen2.5-Math-7B-instruct,Non-Reasoning,gsm8k,max1536,1319,0.9401061410159212,0.9476876421531463,79,10,0.12658227848101267,0.007581501137225111,312.5830174374526,395.2028985507246,1102.304347826087
Qwen2.5-Math-7B-instruct,Non-Reasoning,gsm8k,max2048,1319,0.9416224412433661,0.9446550416982562,77,4,0.05194805194805195,0.0030326004548900665,310.82183472327523,403.5211267605634,1416.2957746478874
Qwen2.5-Math-7B-instruct,Non-Reasoning,gsm8k,max256,1319,0.7179681576952237,0.7604245640636846,372,56,0.15053763440860216,0.04245640636846093,343.5223654283548,444.64541832669323,341.0119521912351
Qwen2.5-Math-7B-instruct,Non-Reasoning,gsm8k,max512,1319,0.9431387414708112,0.9484457922668689,75,7,0.09333333333333334,0.005307050796057644,304.8756633813495,390.0,449.79411764705884
Qwen2.5-Math-7B-instruct,Non-Reasoning,sports,max1024,978,0.588957055214724,0.5940695296523517,402,5,0.012437810945273632,0.005112474437627745,240.26482617586913,241.35,596.6475
Qwen2.5-Math-7B-instruct,Non-Reasoning,sports,max1536,978,0.5858895705521472,0.591002044989775,405,5,0.012345679012345678,0.005112474437627856,239.480572597137,241.6246913580247,840.7111111111111
Qwen2.5-Math-7B-instruct,Non-Reasoning,sports,max2048,978,0.558282208588957,0.5633946830265849,432,5,0.011574074074074073,0.005112474437627856,236.91002044989776,244.96990740740742,1135.263888888889
Qwen2.5-Math-7B-instruct,Non-Reasoning,sports,max256,978,0.5593047034764826,0.6042944785276073,431,44,0.10208816705336426,0.04498977505112467,267.60531697341514,276.7030878859857,229.4750593824228
Qwen2.5-Math-7B-instruct,Non-Reasoning,sports,max512,978,0.5766871165644172,0.588957055214724,414,12,0.028985507246376812,0.012269938650306789,234.04089979550102,238.89830508474577,380.4237288135593
gemma-2-2b-it,Non-Reasoning,aqua,max1024,254,0.42913385826771655,0.5748031496062992,145,37,0.25517241379310346,0.14566929133858264,161.3779527559055,174.35172413793103,163.72413793103448
gemma-2-2b-it,Non-Reasoning,aqua,max1536,254,0.3779527559055118,0.5393700787401575,158,41,0.25949367088607594,0.16141732283464572,169.70078740157481,192.4493670886076,182.6012658227848
gemma-2-2b-it,Non-Reasoning,aqua,max2048,254,0.35039370078740156,0.5078740157480315,165,40,0.24242424242424243,0.15748031496062992,235.6811023622047,286.23030303030305,232.6727272727273
gemma-2-2b-it,Non-Reasoning,aqua,max256,254,0.38188976377952755,0.4921259842519685,157,28,0.17834394904458598,0.11023622047244097,127.81496062992126,134.51592356687897,147.5095541401274
gemma-2-2b-it,Non-Reasoning,aqua,max512,254,0.3661417322834646,0.5118110236220472,161,37,0.22981366459627328,0.14566929133858264,150.08661417322836,174.71428571428572,156.11801242236024
gemma-2-2b-it,Non-Reasoning,ar_lsat,max1024,230,0.21739130434782608,0.34782608695652173,180,30,0.16666666666666666,0.13043478260869565,109.41304347826087,112.66111111111111,114.96111111111111
gemma-2-2b-it,Non-Reasoning,ar_lsat,max1536,230,0.2217391304347826,0.3217391304347826,179,23,0.12849162011173185,0.09999999999999998,118.77826086956522,124.01675977653632,146.84916201117318
gemma-2-2b-it,Non-Reasoning,ar_lsat,max2048,230,0.2608695652173913,0.4043478260869565,170,33,0.19411764705882353,0.14347826086956522,115.07391304347826,117.82941176470588,125.95294117647059
gemma-2-2b-it,Non-Reasoning,ar_lsat,max256,230,0.21739130434782608,0.3347826086956522,180,27,0.15,0.1173913043478261,107.30434782608695,108.61111111111111,110.11666666666666
gemma-2-2b-it,Non-Reasoning,ar_lsat,max512,230,0.23478260869565218,0.3695652173913043,176,31,0.17613636363636365,0.13478260869565215,97.50869565217391,97.14772727272727,118.8125
gemma-2-2b-it,Non-Reasoning,asdiv,max1024,2023,0.8037567968363816,0.865546218487395,397,125,0.3148614609571788,0.06178942165101342,57.75729115175482,76.31234256926952,79.17632241813602
gemma-2-2b-it,Non-Reasoning,asdiv,max1536,2023,0.8072170044488384,0.8620860108749382,390,111,0.2846153846153846,0.05486900642609982,59.24023727137914,81.45641025641025,82.86153846153846
gemma-2-2b-it,Non-Reasoning,asdiv,max2048,2023,0.8096885813148789,0.8699950568462679,385,122,0.3168831168831169,0.060306475531389014,59.45427582797825,84.53246753246754,77.54545454545455
gemma-2-2b-it,Non-Reasoning,asdiv,max256,2023,0.8151260504201681,0.8620860108749382,374,95,0.2540106951871658,0.04695996045477013,58.17152743450321,76.54545454545455,75.29411764705883
gemma-2-2b-it,Non-Reasoning,asdiv,max512,2023,0.8032624814631735,0.8606030647553139,398,116,0.2914572864321608,0.057340583292140423,57.92189817103312,75.80653266331659,79.48743718592965
gemma-2-2b-it,Non-Reasoning,gsm8k,max1024,1319,0.4927975739196361,0.6057619408642911,669,149,0.2227204783258595,0.11296436694465506,97.69522365428355,104.93273542600897,109.15545590433483
gemma-2-2b-it,Non-Reasoning,gsm8k,max1536,1319,0.5003790750568613,0.6087945413191812,659,143,0.21699544764795145,0.1084154662623199,96.74147081122062,105.07914764079148,106.72450532724505
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1319,0.5170583775587566,0.6072782410917361,637,119,0.18681318681318682,0.0902198635329795,101.45640636846096,113.94645669291339,109.86929133858268
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1319,0.5155420773313116,0.621683093252464,639,140,0.2190923317683881,0.10614101592115233,96.06823351023503,102.40219092331769,106.61815336463224
gemma-2-2b-it,Non-Reasoning,gsm8k,max512,1319,0.5011372251705838,0.6087945413191812,658,142,0.21580547112462006,0.10765731614859742,97.10614101592115,103.14459665144597,109.38356164383562
gemma-2-2b-it,Non-Reasoning,sports,max1024,978,0.8353783231083844,0.869120654396728,161,33,0.20496894409937888,0.033742331288343586,55.897750511247445,56.006211180124225,54.77018633540373
gemma-2-2b-it,Non-Reasoning,sports,max1536,978,0.8353783231083844,0.8752556237218814,161,39,0.2422360248447205,0.039877300613496924,55.61656441717791,55.27950310559006,53.91925465838509
gemma-2-2b-it,Non-Reasoning,sports,max2048,978,0.8312883435582822,0.8752556237218814,165,43,0.2606060606060606,0.04396728016359919,56.01635991820041,55.78787878787879,54.2
gemma-2-2b-it,Non-Reasoning,sports,max256,978,0.8384458077709611,0.8711656441717791,158,32,0.20253164556962025,0.03271983640081799,55.86605316973415,55.9873417721519,54.95569620253165
gemma-2-2b-it,Non-Reasoning,sports,max512,978,0.8343558282208589,0.8742331288343558,162,39,0.24074074074074073,0.039877300613496924,55.72290388548057,56.04320987654321,55.17901234567901
