model,dataset,max_tokens,file_type,source_file,missing_text_rows,n_rows,tokens_sum,tokens_mean,tokens_median,tokens_p95,tokens_min,tokens_max
DeepSeek-R1-0528-Qwen3-8B,ar_lsat,512,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/ar_lsat/max512/post_hint_inference.jsonl,0,42,28545.0,679.6428571428571,512.0,1536.0,242.0,1538.0
DeepSeek-R1-0528-Qwen3-8B,ar_lsat,1024,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/ar_lsat/max1024/hints.jsonl,0,57,42988.0,754.1754385964912,1029.0,1057.4,1.0,1061.0
DeepSeek-R1-0528-Qwen3-8B,ar_lsat,1024,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/ar_lsat/max1024/initial_inference.jsonl,0,230,306749.0,1333.6913043478262,1024.0,3072.0,1017.0,3074.0
DeepSeek-R1-0528-Qwen3-8B,ar_lsat,1024,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/ar_lsat/max1024/post_hint_inference.jsonl,0,57,73055.0,1281.6666666666667,1024.0,2494.399999999998,220.0,3074.0
DeepSeek-R1-0528-Qwen3-8B,ar_lsat,1536,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/ar_lsat/max1536/hints.jsonl,0,63,68152.0,1081.7777777777778,1544.0,1596.0,1.0,1637.0
DeepSeek-R1-0528-Qwen3-8B,ar_lsat,1536,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/ar_lsat/max1536/initial_inference.jsonl,0,230,451234.0,1961.8869565217392,1536.0,4138.049999999999,869.0,4610.0
DeepSeek-R1-0528-Qwen3-8B,ar_lsat,1536,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/ar_lsat/max1536/post_hint_inference.jsonl,0,63,129757.0,2059.6349206349205,1536.0,4608.0,1535.0,4610.0
DeepSeek-R1-0528-Qwen3-8B,ar_lsat,2048,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/ar_lsat/max2048/hints.jsonl,0,71,80123.0,1128.4929577464789,2048.0,2138.5,1.0,2201.0
DeepSeek-R1-0528-Qwen3-8B,ar_lsat,2048,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/ar_lsat/max2048/initial_inference.jsonl,0,230,638300.0,2775.217391304348,2048.0,5755.049999999997,208.0,6146.0
DeepSeek-R1-0528-Qwen3-8B,ar_lsat,2048,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/ar_lsat/max2048/post_hint_inference.jsonl,0,71,209442.0,2949.887323943662,2048.0,5894.0,1043.0,6146.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,256,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max256/hints.jsonl,0,11,2824.0,256.72727272727275,256.0,260.0,256.0,264.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,256,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max256/initial_inference.jsonl,0,230,61672.0,268.1391304347826,256.0,256.0,255.0,770.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,256,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max256/post_hint_inference.jsonl,0,11,2965.0,269.54545454545456,256.0,384.5,149.0,513.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,512,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max512/hints.jsonl,0,18,7820.0,434.44444444444446,512.0,513.8,33.0,524.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,512,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max512/initial_inference.jsonl,0,230,127791.0,555.6130434782609,512.0,995.8499999999992,511.0,1538.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,512,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max512/post_hint_inference.jsonl,0,18,12102.0,672.3333333333334,512.0,1471.6999999999998,453.0,1538.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,1024,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max1024/hints.jsonl,0,46,13869.0,301.5,52.0,1024.0,1.0,1067.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,1024,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max1024/initial_inference.jsonl,0,230,303130.0,1317.9565217391305,1024.0,2880.2,479.0,3074.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,1024,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max1024/post_hint_inference.jsonl,0,46,63152.0,1372.8695652173913,1024.0,2923.0,236.0,3059.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,1536,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max1536/hints.jsonl,0,77,25864.0,335.8961038961039,45.0,1536.0,24.0,1568.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,1536,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max1536/initial_inference.jsonl,0,230,498046.0,2165.417391304348,1536.0,4374.75,531.0,4610.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,1536,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max1536/post_hint_inference.jsonl,0,77,155441.0,2018.7142857142858,1536.0,4154.8,97.0,4284.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,2048,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max2048/hints.jsonl,0,96,30380.0,316.4583333333333,48.0,2048.0,1.0,2057.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,2048,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max2048/initial_inference.jsonl,0,230,660744.0,2872.8,2238.5,5887.45,427.0,6146.0
DeepSeek-R1-Distill-Llama-8B,ar_lsat,2048,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/ar_lsat/max2048/post_hint_inference.jsonl,0,96,268504.0,2796.9166666666665,2206.0,5793.25,324.0,6146.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,256,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max256/hints.jsonl,0,11,2811.0,255.54545454545453,256.0,256.0,252.0,256.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,256,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max256/initial_inference.jsonl,0,230,61336.0,266.67826086956524,256.0,256.0,185.0,770.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,256,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max256/post_hint_inference.jsonl,0,11,3073.0,279.3636363636364,256.0,384.5,256.0,513.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,512,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max512/hints.jsonl,0,38,17137.0,450.9736842105263,512.0,512.0,24.0,516.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,512,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max512/initial_inference.jsonl,0,230,131180.0,570.3478260869565,512.0,1025.0,166.0,1538.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,512,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max512/post_hint_inference.jsonl,0,38,20765.0,546.4473684210526,512.0,934.8999999999999,232.0,1025.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,1024,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max1024/hints.jsonl,0,95,42014.0,442.2526315789474,82.0,1024.0,6.0,1060.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,1024,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max1024/initial_inference.jsonl,0,230,295232.0,1283.6173913043478,1024.0,2922.3999999999996,192.0,3074.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,1024,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max1024/post_hint_inference.jsonl,0,95,111666.0,1175.4315789473685,1024.0,2900.2999999999997,118.0,3074.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,1536,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max1536/hints.jsonl,0,135,54361.0,402.6740740740741,54.0,1536.0,9.0,1589.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,1536,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max1536/initial_inference.jsonl,0,230,476278.0,2070.7739130434784,1536.0,4294.5,46.0,4610.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,1536,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max1536/post_hint_inference.jsonl,0,135,212676.0,1575.3777777777777,1348.0,4514.0,49.0,4610.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,2048,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max2048/hints.jsonl,0,152,39780.0,261.7105263157895,48.0,2048.0,9.0,2200.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,2048,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max2048/initial_inference.jsonl,0,230,533934.0,2321.4521739130437,2048.0,5064.4,254.0,6032.0
DeepSeek-R1-Distill-Qwen-1.5B,ar_lsat,2048,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/ar_lsat/max2048/post_hint_inference.jsonl,0,152,289903.0,1907.2565789473683,1775.5,5192.999999999998,76.0,6145.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,256,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max256/hints.jsonl,0,123,6144.0,49.951219512195124,49.0,70.0,28.0,97.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,256,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max256/initial_inference.jsonl,0,230,49047.0,213.2478260869565,219.0,256.0,87.0,758.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,256,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max256/post_hint_inference.jsonl,0,123,27154.0,220.7642276422764,230.0,256.0,71.0,550.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,512,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max512/hints.jsonl,0,159,7882.0,49.57232704402516,48.0,68.1,28.0,88.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,512,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max512/initial_inference.jsonl,0,230,58079.0,252.51739130434783,212.5,512.0,64.0,1195.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,512,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max512/post_hint_inference.jsonl,0,159,47025.0,295.75471698113205,277.0,512.0,62.0,1091.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,1024,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max1024/hints.jsonl,0,168,8389.0,49.93452380952381,49.0,70.0,27.0,84.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,1024,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max1024/initial_inference.jsonl,0,230,64775.0,281.6304347826087,225.0,649.0999999999997,63.0,1815.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,1024,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max1024/post_hint_inference.jsonl,0,168,52849.0,314.57738095238096,241.0,1024.0,51.0,1530.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,1536,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max1536/hints.jsonl,0,162,8074.0,49.839506172839506,48.5,66.94999999999999,27.0,86.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,1536,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max1536/initial_inference.jsonl,0,230,74291.0,323.004347826087,217.0,1536.0,67.0,1913.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,1536,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max1536/post_hint_inference.jsonl,0,162,65760.0,405.9259259259259,263.5,1536.0,90.0,4471.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,2048,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max2048/hints.jsonl,0,165,8222.0,49.83030303030303,50.0,67.79999999999998,24.0,92.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,2048,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max2048/initial_inference.jsonl,0,230,77830.0,338.39130434782606,207.0,1026.1999999999998,65.0,2475.0
Meta-Llama-3.1-8B-Instruct,ar_lsat,2048,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/ar_lsat/max2048/post_hint_inference.jsonl,0,165,60853.0,368.8060606060606,251.0,923.9999999999981,81.0,2270.0
Phi-4-mini-instruct,ar_lsat,256,hints,results/all_results/Phi-4-mini-instruct/ar_lsat/max256/hints.jsonl,0,175,7121.0,40.691428571428574,36.0,89.89999999999995,1.0,256.0
Phi-4-mini-instruct,ar_lsat,256,initial,results/all_results/Phi-4-mini-instruct/ar_lsat/max256/initial_inference.jsonl,0,230,80524.0,350.10434782608695,256.0,511.0,35.0,751.0
Phi-4-mini-instruct,ar_lsat,256,post_hint,results/all_results/Phi-4-mini-instruct/ar_lsat/max256/post_hint_inference.jsonl,0,175,51402.0,293.7257142857143,253.0,510.0,47.0,512.0
Phi-4-mini-instruct,ar_lsat,512,hints,results/all_results/Phi-4-mini-instruct/ar_lsat/max512/hints.jsonl,0,170,7564.0,44.49411764705882,35.5,100.19999999999993,1.0,286.0
Phi-4-mini-instruct,ar_lsat,512,initial,results/all_results/Phi-4-mini-instruct/ar_lsat/max512/initial_inference.jsonl,0,230,94166.0,409.4173913043478,503.0,1007.7499999999999,52.0,1023.0
Phi-4-mini-instruct,ar_lsat,512,post_hint,results/all_results/Phi-4-mini-instruct/ar_lsat/max512/post_hint_inference.jsonl,0,170,62118.0,365.4,503.0,510.0,34.0,1020.0
Phi-4-mini-instruct,ar_lsat,1024,hints,results/all_results/Phi-4-mini-instruct/ar_lsat/max1024/hints.jsonl,0,172,8170.0,47.5,35.0,117.0,1.0,188.0
Phi-4-mini-instruct,ar_lsat,1024,initial,results/all_results/Phi-4-mini-instruct/ar_lsat/max1024/initial_inference.jsonl,0,230,146772.0,638.1391304347826,988.0,1021.0,64.0,1022.0
Phi-4-mini-instruct,ar_lsat,1024,post_hint,results/all_results/Phi-4-mini-instruct/ar_lsat/max1024/post_hint_inference.jsonl,0,172,122230.0,710.6395348837209,1009.0,1021.0,46.0,2030.0
Phi-4-mini-instruct,ar_lsat,1536,initial,results/all_results/Phi-4-mini-instruct/ar_lsat/max1536/initial_inference.jsonl,0,230,216468.0,941.1652173913044,1473.5,1531.0,66.0,3048.0
Phi-4-mini-reasoning,ar_lsat,256,hints,results/all_results/Phi-4-mini-reasoning/ar_lsat/max256/hints.jsonl,0,48,12086.0,251.79166666666666,256.0,264.65,1.0,272.0
Phi-4-mini-reasoning,ar_lsat,256,initial,results/all_results/Phi-4-mini-reasoning/ar_lsat/max256/initial_inference.jsonl,0,230,78123.0,339.66521739130434,256.0,770.0,255.0,770.0
Phi-4-mini-reasoning,ar_lsat,256,post_hint,results/all_results/Phi-4-mini-reasoning/ar_lsat/max256/post_hint_inference.jsonl,0,48,16136.0,336.1666666666667,256.0,769.0,255.0,770.0
Phi-4-mini-reasoning,ar_lsat,512,hints,results/all_results/Phi-4-mini-reasoning/ar_lsat/max512/hints.jsonl,0,57,25475.0,446.9298245614035,512.0,512.2,1.0,542.0
Phi-4-mini-reasoning,ar_lsat,512,initial,results/all_results/Phi-4-mini-reasoning/ar_lsat/max512/initial_inference.jsonl,0,230,153609.0,667.8652173913043,512.0,1537.0,508.0,1538.0
Phi-4-mini-reasoning,ar_lsat,512,post_hint,results/all_results/Phi-4-mini-reasoning/ar_lsat/max512/post_hint_inference.jsonl,0,57,39928.0,700.4912280701755,512.0,1537.2,509.0,1538.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,256,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max256/hints.jsonl,0,90,22158.0,246.2,256.0,256.0,46.0,258.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,256,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max256/initial_inference.jsonl,0,230,83803.0,364.3608695652174,256.0,765.0,34.0,770.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,256,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max256/post_hint_inference.jsonl,0,90,26565.0,295.1666666666667,256.0,513.0,24.0,768.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,512,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max512/hints.jsonl,0,144,63939.0,444.0208333333333,512.0,513.0,27.0,555.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,512,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max512/initial_inference.jsonl,0,230,153273.0,666.4043478260869,541.0,1180.8999999999994,24.0,1538.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,512,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max512/post_hint_inference.jsonl,0,144,63835.0,443.2986111111111,512.0,883.8499999999998,23.0,1025.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,1024,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max1024/hints.jsonl,0,164,119411.0,728.1158536585366,759.5,1026.85,27.0,1106.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,1024,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max1024/initial_inference.jsonl,0,230,174904.0,760.4521739130435,704.5,1206.249999999999,23.0,3073.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,1024,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max1024/post_hint_inference.jsonl,0,164,135732.0,827.6341463414634,1024.0,2026.4999999999993,24.0,3074.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,1536,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max1536/hints.jsonl,0,172,149796.0,870.9069767441861,740.5,1536.9,27.0,1680.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,1536,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max1536/initial_inference.jsonl,0,230,202351.0,879.7869565217392,706.0,2559.6499999999833,266.0,4610.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,1536,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max1536/post_hint_inference.jsonl,0,172,194181.0,1128.9593023255813,1530.5,3058.9,24.0,4608.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,2048,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max2048/hints.jsonl,0,180,201890.0,1121.611111111111,786.5,2050.1,24.0,2434.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,2048,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max2048/initial_inference.jsonl,0,230,203788.0,886.0347826086957,724.5,2048.0,60.0,7736.0
Qwen2.5-Math-1.5B-instruct,ar_lsat,2048,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/ar_lsat/max2048/post_hint_inference.jsonl,0,180,277746.0,1543.0333333333333,2035.5,4096.0,24.0,6144.0
Qwen2.5-Math-7B-instruct,ar_lsat,256,hints,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max256/hints.jsonl,0,165,42370.0,256.7878787878788,263.0,272.79999999999995,12.0,286.0
Qwen2.5-Math-7B-instruct,ar_lsat,256,initial,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max256/initial_inference.jsonl,0,230,100972.0,439.0086956521739,511.5,563.0,190.0,783.0
Qwen2.5-Math-7B-instruct,ar_lsat,256,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max256/post_hint_inference.jsonl,0,165,49336.0,299.0060606060606,266.0,519.8,27.0,535.0
Qwen2.5-Math-7B-instruct,ar_lsat,512,hints,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max512/hints.jsonl,0,145,74043.0,510.6413793103448,526.0,537.8,101.0,545.0
Qwen2.5-Math-7B-instruct,ar_lsat,512,initial,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max512/initial_inference.jsonl,0,230,170729.0,742.3,594.0,1047.0,281.0,1560.0
Qwen2.5-Math-7B-instruct,ar_lsat,512,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max512/post_hint_inference.jsonl,0,145,73891.0,509.5931034482759,530.0,540.8,24.0,1203.0
Qwen2.5-Math-7B-instruct,ar_lsat,1024,hints,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max1024/hints.jsonl,0,148,128232.0,866.4324324324324,1046.5,1072.0,28.0,1080.0
Qwen2.5-Math-7B-instruct,ar_lsat,1024,initial,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max1024/initial_inference.jsonl,0,230,188455.0,819.3695652173913,748.5,1559.3999999999876,257.0,3073.0
Qwen2.5-Math-7B-instruct,ar_lsat,1024,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max1024/post_hint_inference.jsonl,0,148,145890.0,985.7432432432432,1057.0,1076.65,26.0,3190.0
Qwen2.5-Math-7B-instruct,ar_lsat,1536,hints,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max1536/hints.jsonl,0,159,219120.0,1378.1132075471698,1579.0,1605.0,27.0,1616.0
Qwen2.5-Math-7B-instruct,ar_lsat,1536,initial,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max1536/initial_inference.jsonl,0,230,199311.0,866.5695652173913,744.0,1597.55,177.0,3134.0
Qwen2.5-Math-7B-instruct,ar_lsat,1536,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max1536/post_hint_inference.jsonl,0,159,226422.0,1424.0377358490566,1572.0,1586.1,24.0,1608.0
Qwen2.5-Math-7B-instruct,ar_lsat,2048,hints,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max2048/hints.jsonl,0,153,250680.0,1638.4313725490197,2103.0,2134.0,24.0,2563.0
Qwen2.5-Math-7B-instruct,ar_lsat,2048,initial,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max2048/initial_inference.jsonl,0,230,206948.0,899.7739130434783,738.0,2112.0,202.0,4234.0
Qwen2.5-Math-7B-instruct,ar_lsat,2048,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/ar_lsat/max2048/post_hint_inference.jsonl,0,153,302409.0,1976.5294117647059,2102.0,2923.800000000011,26.0,6323.0
gemma-2-2b-it,ar_lsat,256,hints,results/all_results/gemma-2-2b-it/ar_lsat/max256/hints.jsonl,0,180,8036.0,44.644444444444446,44.5,64.04999999999998,23.0,74.0
gemma-2-2b-it,ar_lsat,256,initial,results/all_results/gemma-2-2b-it/ar_lsat/max256/initial_inference.jsonl,0,230,24680.0,107.30434782608695,98.5,179.54999999999998,41.0,311.0
gemma-2-2b-it,ar_lsat,256,post_hint,results/all_results/gemma-2-2b-it/ar_lsat/max256/post_hint_inference.jsonl,0,180,19821.0,110.11666666666666,100.5,192.04999999999998,53.0,311.0
gemma-2-2b-it,ar_lsat,512,hints,results/all_results/gemma-2-2b-it/ar_lsat/max512/hints.jsonl,0,176,7968.0,45.27272727272727,44.0,64.5,22.0,88.0
gemma-2-2b-it,ar_lsat,512,initial,results/all_results/gemma-2-2b-it/ar_lsat/max512/initial_inference.jsonl,0,230,22427.0,97.50869565217391,91.5,162.09999999999997,44.0,206.0
gemma-2-2b-it,ar_lsat,512,post_hint,results/all_results/gemma-2-2b-it/ar_lsat/max512/post_hint_inference.jsonl,0,176,20911.0,118.8125,106.0,180.25,52.0,551.0
gemma-2-2b-it,ar_lsat,1024,hints,results/all_results/gemma-2-2b-it/ar_lsat/max1024/hints.jsonl,0,180,8080.0,44.888888888888886,44.0,63.0,24.0,80.0
gemma-2-2b-it,ar_lsat,1024,initial,results/all_results/gemma-2-2b-it/ar_lsat/max1024/initial_inference.jsonl,0,230,25165.0,109.41304347826087,95.0,174.0,39.0,1059.0
gemma-2-2b-it,ar_lsat,1024,post_hint,results/all_results/gemma-2-2b-it/ar_lsat/max1024/post_hint_inference.jsonl,0,180,20693.0,114.96111111111111,98.5,184.09999999999997,57.0,1039.0
gemma-2-2b-it,ar_lsat,1536,hints,results/all_results/gemma-2-2b-it/ar_lsat/max1536/hints.jsonl,0,179,7834.0,43.76536312849162,43.0,62.0,25.0,75.0
gemma-2-2b-it,ar_lsat,1536,initial,results/all_results/gemma-2-2b-it/ar_lsat/max1536/initial_inference.jsonl,0,230,27319.0,118.77826086956522,96.0,184.19999999999993,41.0,1555.0
gemma-2-2b-it,ar_lsat,1536,post_hint,results/all_results/gemma-2-2b-it/ar_lsat/max1536/post_hint_inference.jsonl,0,179,26286.0,146.84916201117318,104.0,190.89999999999995,47.0,1602.0
gemma-2-2b-it,ar_lsat,2048,hints,results/all_results/gemma-2-2b-it/ar_lsat/max2048/hints.jsonl,0,170,7677.0,45.15882352941176,46.0,64.54999999999998,24.0,78.0
gemma-2-2b-it,ar_lsat,2048,initial,results/all_results/gemma-2-2b-it/ar_lsat/max2048/initial_inference.jsonl,0,230,26467.0,115.07391304347826,98.0,181.5999999999998,34.0,2065.0
gemma-2-2b-it,ar_lsat,2048,post_hint,results/all_results/gemma-2-2b-it/ar_lsat/max2048/post_hint_inference.jsonl,0,170,21412.0,125.95294117647059,104.0,228.2999999999999,39.0,2066.0
DeepSeek-R1-0528-Qwen3-8B,asdiv,256,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/asdiv/max256/hints.jsonl,0,96,21181.0,220.63541666666666,256.0,259.5,1.0,279.0
DeepSeek-R1-0528-Qwen3-8B,asdiv,256,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/asdiv/max256/initial_inference.jsonl,0,2023,787833.0,389.43796342066236,301.0,755.6999999999996,40.0,770.0
DeepSeek-R1-0528-Qwen3-8B,asdiv,256,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/asdiv/max256/post_hint_inference.jsonl,0,96,29258.0,304.7708333333333,256.0,625.5,56.0,766.0
DeepSeek-R1-0528-Qwen3-8B,asdiv,512,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/asdiv/max512/hints.jsonl,0,147,31958.0,217.40136054421768,48.0,519.7,1.0,532.0
DeepSeek-R1-0528-Qwen3-8B,asdiv,512,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/asdiv/max512/initial_inference.jsonl,0,2023,1165642.0,576.194760257044,512.0,1290.6999999999996,52.0,1540.0
DeepSeek-R1-0528-Qwen3-8B,asdiv,512,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/asdiv/max512/post_hint_inference.jsonl,0,147,85553.0,581.9931972789116,512.0,1200.7999999999997,29.0,1538.0
DeepSeek-R1-0528-Qwen3-8B,asdiv,1024,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/asdiv/max1024/hints.jsonl,0,224,72936.0,325.60714285714283,33.0,1031.85,1.0,1073.0
